OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_INCIDENT_NUMBER,ICS_209_NAME,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,Shape
291209,296691,W-523649,FED,DOI-WFMI,BIA,USOKPAA,Pawnee Agency,OKPAA,Pawnee Agency,10,,CAF0,DENNIS,,,,,,2006,2453742.5,7,1600,9.0,Miscellaneous,2453742.5,7.0,1630,0.1,A,36.1797,-96.7136,8.0,PRIVATE,OK,,,,b'\x00\x01\xad\x10\x00\x00<\x9bU\x9f\xab-X\xc0\xb0\x8b\xdbh\x00\x17B@<\x9bU\x9f\xab-X\xc0\xb0\x8b\xdbh\x00\x17B@|\x01\x00\x00\x00<\x9bU\x9f\xab-X\xc0\xb0\x8b\xdbh\x00\x17B@\xfe'
279012,284392,W-575871,FED,DOI-WFMI,BIA,USORWSA,Warm Springs Agency,ORWSA,Warm Springs Agency,52,,EA7B,LOOK-OUT BU. BLK 11,,,,,,2008,2454656.5,191,1206,2.0,Equipment Use,2454656.5,191.0,1630,0.1,A,44.8175,-121.5247,2.0,BIA,OR,,,,b'\x00\x01\xad\x10\x00\x00\x80\rO\xaf\x94a^\xc0x=\n\xd7\xa3hF@\x80\rO\xaf\x94a^\xc0x=\n\xd7\xa3hF@|\x01\x00\x00\x00\x80\rO\xaf\x94a^\xc0x=\n\xd7\xa3hF@\xfe'
1450182,19973411,WI-81070591998,NONFED,ST-WIWIS,ST/C&L,USWIWIS,Wisconsin Department of Natural Resources,Dispatch Group 81,Brule District,,59,,,,,,,,1998,2450924.5,111,,5.0,Debris Burning,,,,1.4,B,46.592724,-90.735587,14.0,MISSING/NOT SPECIFIED,WI,2,003,Ashland,b'\x00\x01\xad\x10\x00\x004\x17\x7f\xdb\x13\xafV\xc0\xf8\xc6Ia\xdeKG@4\x17\x7f\xdb\x13\xafV\xc0\xf8\xc6Ia\xdeKG@|\x01\x00\x00\x004\x17\x7f\xdb\x13\xafV\xc0\xf8\xc6Ia\xdeKG@\xfe'
539301,580093,SFO-NJ01760606-C101502,NONFED,ST-NASF,ST/C&L,USNJNJS,New Jersey Forest Fire Service,NJNJC,New Jersey Forest Fire Service Division C,,C101502,,,,,,,,2006,2454023.5,288,,8.0,Children,,,,0.25,A,39.18882997,-75.00657001,14.0,MISSING/NOT SPECIFIED,NJ,Cumberland,011,Cumberland,b'\x00\x01\xad\x10\x00\x00d\x85\x9e\xa4k\xc0R\xc0\xd0\xd3\x98\x94+\x98C@d\x85\x9e\xa4k\xc0R\xc0\xd0\xd3\x98\x94+\x98C@|\x01\x00\x00\x00d\x85\x9e\xa4k\xc0R\xc0\xd0\xd3\x98\x94+\x98C@\xfe'
377356,390556,NFIRS-OH7211327-JAN-0220020060,NONFED,FA-NFIRS,ST/C&L,USOHSFM,Ohio State Fire Marshal's Office,OH72113,Sandusky Township Fire Department,,,,,,,,,,2002,2452301.5,27,,7.0,Arson,,,,0.5,B,41.37,-83.21,8.0,PRIVATE,OH,,,,b'\x00\x01\xad\x10\x00\x00<\n\xd7\xa3p\xcdT\xc0\x98\xc2\xf5(\\\xafD@<\n\xd7\xa3p\xcdT\xc0\x98\xc2\xf5(\\\xafD@|\x01\x00\x00\x00<\n\xd7\xa3p\xcdT\xc0\x98\xc2\xf5(\\\xafD@\xfe'
1700705,201918711,IA-IITF-18711,INTERAGCY,IA-PRIITF,IA,USPRIITF,International Institute of Tropical Forestry,PRIITF,International Institute of Tropical Forestry,,,,,,,,,,2003,2452693.5,54,,13.0,Missing/Undefined,,,,2.0,B,18.18013,-66.552612,14.0,MISSING/NOT SPECIFIED,PR,,,,b'\x00\x01\xad\x10\x00\x00 \xd8\xb8\xfe]\xa3P\xc0`\x07\xeb\xff\x1c.2@ \xd8\xb8\xfe]\xa3P\xc0`\x07\xeb\xff\x1c.2@|\x01\x00\x00\x00 \xd8\xb8\xfe]\xa3P\xc0`\x07\xeb\xff\x1c.2@\xfe'
1423123,19501900,SFO-LA-2010-667,NONFED,ST-LALAS,ST/C&L,USLALAS,Louisiana Office of Forestry,LALAS,Louisiana Office of Forestry,,,,,,,,,,2010,2455315.5,119,2220,1.0,Lightning,,,,0.5,B,30.5192,-89.91273,14.0,MISSING/NOT SPECIFIED,LA,,,,b'\x00\x01\xad\x10\x00\x00\xfc\x04\x17+jzV\xc0`\x15\x8cJ\xea\x84>@\xfc\x04\x17+jzV\xc0`\x15\x8cJ\xea\x84>@|\x01\x00\x00\x00\xfc\x04\x17+jzV\xc0`\x15\x8cJ\xea\x84>@\xfe'
1837587,300260335,SFO-2015MO-MOSMO-04224-2015-116010,NONFED,ST-NASF,ST/C&L,USMOMOS,Missouri Department of Conservation,MOMOS,Missouri Department of Conservation,,MO-04224-2015-116010,,116010-04224-01112015-1421,,,,,,2015,2457033.5,11,1421,8.0,Children,2457033.5,11.0,1504,0.1,A,38.368111,-93.759169,14.0,MISSING/NOT SPECIFIED,MO,Henry,083,Henry,b'\x00\x01\xad\x10\x00\x00\xc4\xc8\x929\x96pW\xc0(&\xe1B\x1e/C@\xc4\xc8\x929\x96pW\xc0(&\xe1B\x1e/C@|\x01\x00\x00\x00\xc4\xc8\x929\x96pW\xc0(&\xe1B\x1e/C@\xfe'
1418627,19114728,SFO-GA-FRA-1-3/8/1993-1525,NONFED,ST-GAGAS,ST/C&L,USGAGAS,Georgia Forestry Commission,GAGAS,Georgia Forestry Commission,,1,,,,,,,,1993,2449054.5,67,1525,7.0,Arson,2449054.5,67.0,1600,0.03,A,34.3439,-83.3121,14.0,MISSING/NOT SPECIFIED,GA,Franklin            ,119,Franklin,"b'\x00\x01\xad\x10\x00\x008EGr\xf9\xd3T\xc0 \x8cJ\xea\x04,A@8EGr\xf9\xd3T\xc0 \x8cJ\xea\x04,A@|\x01\x00\x00\x008EGr\xf9\xd3T\xc0 \x8cJ\xea\x04,A@\xfe'"
566007,610343,SFO-OK01000505-20248_03181730,NONFED,ST-NASF,ST/C&L,USOKOKS,Oklahoma Division of Forestry,OKOK21,OKS District 21,,,,,,,,,,2005,2453448.5,78,,13.0,Missing/Undefined,,,,80.0,C,35.14082999,-94.93499997,14.0,MISSING/NOT SPECIFIED,OK,Haskell,061,Haskell,b'\x00\x01\xad\x10\x00\x00L:\x1d\n\xd7\xbbW\xc0P\xac\x94\xb7\x06\x92A@L:\x1d\n\xd7\xbbW\xc0P\xac\x94\xb7\x06\x92A@|\x01\x00\x00\x00L:\x1d\n\xd7\xbbW\xc0P\xac\x94\xb7\x06\x92A@\xfe'
294253,299808,W-558061,FED,DOI-WFMI,BIA,USNMMEA,Mescalero Agency,NMMEA,Mescalero Agency,10,,D23V,ASPEN AVENUE,,,,,,2008,2454480.5,15,0015,9.0,Miscellaneous,2454480.5,15.0,0200,0.3,B,33.162,-105.8014,2.0,BIA,NM,,,,b'\x00\x01\xad\x10\x00\x00\xe8\xc09#JsZ\xc0\xe0\xf9~j\xbc\x94@@\xe8\xc09#JsZ\xc0\xe0\xf9~j\xbc\x94@@|\x01\x00\x00\x00\xe8\xc09#JsZ\xc0\xe0\xf9~j\xbc\x94@@\xfe'
312506,318762,W-569164,FED,DOI-WFMI,BLM,USCACND,Central California District,CABBD,Bakersfield District,,,D44Z,RIVER,,,,,,2006,2453771.5,36,1130,3.0,Smoking,2453771.5,36.0,1455,1.0,B,37.414211,-118.437431,8.0,PRIVATE,CA,Inyo,027,Inyo,b'\x00\x01\xad\x10\x00\x00h\xd0\x97\xde\xfe\x9b]\xc0hR\xb5\xdd\x04\xb5B@h\xd0\x97\xde\xfe\x9b]\xc0hR\xb5\xdd\x04\xb5B@|\x01\x00\x00\x00h\xd0\x97\xde\xfe\x9b]\xc0hR\xb5\xdd\x04\xb5B@\xfe'
183150,185400,W-382483,FED,DOI-WFMI,BIA,USMNMNA,Minnesota Agency,MNMNA,Minnesota Agency,5,,,TURKEY,,,,,,1999,2451507.5,329,1500,5.0,Debris Burning,2451507.5,329.0,1525,1.1,B,47.2666,-95.6086,2.0,BIA,MN,,,,b'\x00\x01\xad\x10\x00\x00\x1c\x16jM\xf3\xe6W\xc0\x90\x8e\xe4\xf2\x1f\xa2G@\x1c\x16jM\xf3\xe6W\xc0\x90\x8e\xe4\xf2\x1f\xa2G@|\x01\x00\x00\x00\x1c\x16jM\xf3\xe6W\xc0\x90\x8e\xe4\xf2\x1f\xa2G@\xfe'
1734367,300023723,W-671335,FED,DOI-WFMI,BLM,USORLAD,Lakeview District,ORLAD,Lakeview District,,,H9AM,306 COMMAND,,,,,,2014,2456861.5,204,0917,1.0,Lightning,2456861.5,204.0,1313,0.1,A,43.3958,-120.7672,1.0,BLM,OR,Lake,037,Lake,b'\x00\x01\xad\x10\x00\x00l_\x07\xce\x191^\xc0\xe8\xe0\x0b\x93\xa9\xb2E@l_\x07\xce\x191^\xc0\xe8\xe0\x0b\x93\xa9\xb2E@|\x01\x00\x00\x00l_\x07\xce\x191^\xc0\xe8\xe0\x0b\x93\xa9\xb2E@\xfe'
156753,158307,FS-385991,FED,FS-FIRESTAT,FS,USMTCGF,Custer Gallatin National Forest,0108,Custer National Forest,2,,,ADAMS GULCH,,,,,,2003,2452805.5,166,2000,1.0,Lightning,2452806.5,167.0,1400,0.5,B,45.35583333,-103.71722222,5.0,USFS,SD,,,,b'\x00\x01\xad\x10\x00\x00P\xb7\x06\xf8\xe6\xedY\xc0\xa8\x96Q\xf2\x8b\xadF@P\xb7\x06\xf8\xe6\xedY\xc0\xa8\x96Q\xf2\x8b\xadF@|\x01\x00\x00\x00P\xb7\x06\xf8\xe6\xedY\xc0\xa8\x96Q\xf2\x8b\xadF@\xfe'
1577657,201506647,W-636177,FED,DOI-WFMI,BLM,USNVBMD,Battle Mountain District Office,NVBMD,Battle Mountain Field Office,,,GU7V,RED ROCK,,,,,,2012,2456066.5,140,1353,2.0,Equipment Use,2456066.5,140.0,1942,1.4,B,40.27794,-117.02589,1.0,BLM,NV,Lander,015,Lander,b'\x00\x01\xad\x10\x00\x00\xc4\xd2\x87.\xa8A]\xc0\x10 \xb5\x89\x93#D@\xc4\xd2\x87.\xa8A]\xc0\x10 \xb5\x89\x93#D@|\x01\x00\x00\x00\xc4\xd2\x87.\xa8A]\xc0\x10 \xb5\x89\x93#D@\xfe'
1455938,20022110,FS-1498438,FED,FS-FIRESTAT,FS,USORMAF,Malheur National Forest,0604,Malheur National Forest,58,19,EK2D,#10155,,,,,,2011,2455797.5,236,1815,1.0,Lightning,2455798.5,237.0,1230,0.1,A,43.84444444,-119.02333333,5.0,USFS,OR,,,,b'\x00\x01\xad\x10\x00\x00lP\x14K~\xc1]\xc0p\x8bb\xc1\x16\xecE@lP\x14K~\xc1]\xc0p\x8bb\xc1\x16\xecE@|\x01\x00\x00\x00lP\x14K~\xc1]\xc0p\x8bb\xc1\x16\xecE@\xfe'
1031284,1160956,TFS_NC_209964,NONFED,ST-NCNCS,ST/C&L,USNCNCS,North Carolina Forest Service,NCNCS108,NCS Region 1 District 8,,99-010,,CUT MY HAIR FIRE,,,,,,1999,2451279.5,101,,5.0,Debris Burning,,,,0.5,B,34.0083,-78.2717,14.0,MISSING/NOT SPECIFIED,NC,,,,b'\x00\x01\xad\x10\x00\x00\xac\x94e\x88c\x91S\xc0PGr\xf9\x0f\x01A@\xac\x94e\x88c\x91S\xc0PGr\xf9\x0f\x01A@|\x01\x00\x00\x00\xac\x94e\x88c\x91S\xc0PGr\xf9\x0f\x01A@\xfe'
33001,33162,FS-1473838,FED,FS-FIRESTAT,FS,USORUPF,Umpqua National Forest,0615,Umpqua National Forest,71,2027,DZ91,COX,,,,,,2008,2454696.5,231,0745,1.0,Lightning,2454698.5,233.0,0830,0.5,B,43.00583333,-122.53277778,5.0,USFS,OR,19,019,Douglas,b'\x00\x01\xad\x10\x00\x00\xa8H\xf9\x07\x19\xa2^\xc0\xd8\xc9\x84%\xbf\x80E@\xa8H\xf9\x07\x19\xa2^\xc0\xd8\xc9\x84%\xbf\x80E@|\x01\x00\x00\x00\xa8H\xf9\x07\x19\xa2^\xc0\xd8\xc9\x84%\xbf\x80E@\xfe'
596385,644048,SFO-TN01370606-6000060108,NONFED,ST-NASF,ST/C&L,USTNTNS,Tennessee Division of Forestry,TNTNS,Tennessee Division of Forestry,,,,,,,,,,2006,2453790.5,55,,5.0,Debris Burning,,,,1.0,B,36.04667002,-88.10667,14.0,MISSING/NOT SPECIFIED,TN,Benton,005,Benton,b'\x00\x01\xad\x10\x00\x00\xb4]h\xae\xd3\x06V\xc0P\xcd\x80H\xf9\x05B@\xb4]h\xae\xd3\x06V\xc0P\xcd\x80H\xf9\x05B@|\x01\x00\x00\x00\xb4]h\xae\xd3\x06V\xc0P\xcd\x80H\xf9\x05B@\xfe'
96397,97452,FS-322326,FED,FS-FIRESTAT,FS,USMOMTF,Mark Twain National Forest,0905,Mark Twain National Forest,49,,,WHITEOAK SLEEPER,,,,,,1997,2450540.5,92,1000,7.0,Arson,2450540.5,92.0,1220,88.0,C,36.89972222,-91.33416667,5.0,USFS,MO,,,,b'\x00\x01\xad\x10\x00\x00\x08\xc4\x99\xfcb\xd5V\xc0@1\x03\x19*sB@\x08\xc4\x99\xfcb\xd5V\xc0@1\x03\x19*sB@|\x01\x00\x00\x00\x08\xc4\x99\xfcb\xd5V\xc0@1\x03\x19*sB@\xfe'
562980,607020,SFO-OH0355-015605,NONFED,ST-NASF,ST/C&L,USOHOHS,Ohio Department of Natural Resources,OH6300,OHS District 6300,,,,,,,,,,2004,2453063.5,59,,5.0,Debris Burning,,,,5.5,B,38.9485,-83.211,14.0,MISSING/NOT SPECIFIED,OH,Scioto,145,Scioto,"b'\x00\x01\xad\x10\x00\x00,\xdd$\x06\x81\xcdT\xc0\xc8 \xb0rhyC@,\xdd$\x06\x81\xcdT\xc0\xc8 \xb0rhyC@|\x01\x00\x00\x00,\xdd$\x06\x81\xcdT\xc0\xc8 \xb0rhyC@\xfe'"
1588609,201605871,SFO-SC-2012-12WF0442,NONFED,ST-NASF,ST/C&L,USSCSCS,South Carolina Forestry Commission,SCSCS,South Carolina Forestry Commission,,12WF0442,,,,,,,,2012,2455965.5,39,1340,7.0,Arson,2455965.5,39.0,1611,3.0,B,33.211544,-80.780937,8.0,PRIVATE,SC,Orangeburg County,075,Orangeburg,b'\x00\x01\xad\x10\x00\x00\x1c\xcf.\xdf\xfa1T\xc0(\xd5\xb0\xdf\x13\x9b@@\x1c\xcf.\xdf\xfa1T\xc0(\xd5\xb0\xdf\x13\x9b@@|\x01\x00\x00\x00\x1c\xcf.\xdf\xfa1T\xc0(\xd5\xb0\xdf\x13\x9b@@\xfe'
1622702,201657846,SFO-NY-2012-NY3509-2012-0000066,NONFED,ST-NASF,ST/C&L,USNYNYX,Fire Department of New York,NY3509,Fire Department of New York,,NY3509-2012-0000066,,,,,,,,2012,2455966.5,40,1322,9.0,Miscellaneous,2455966.5,40.0,1414,0.1,A,43.022,-77.445,14.0,MISSING/NOT SPECIFIED,NY,ONTARIO,069,Ontario,b'\x00\x01\xad\x10\x00\x00\x10\xaeG\xe1z\\S\xc0\x90A`\xe5\xd0\x82E@\x10\xaeG\xe1z\\S\xc0\x90A`\xe5\xd0\x82E@|\x01\x00\x00\x00\x10\xaeG\xe1z\\S\xc0\x90A`\xe5\xd0\x82E@\xfe'
1283711,1752936,SFO-UT-42784-2009,NONFED,ST-NASF,ST/C&L,USUTUTS,Utah Division Forestry Fire State Lands,UTFFSL,"Utah Division of Forestry, Fire & State Lands",,42784-2009,,CHERRY GOLF,,,,,,2009,2455044.5,213,1944,2.0,Equipment Use,2455044.5,213.0,1944,0.01,A,40.811231,-111.393959,8.0,PRIVATE,UT,SUMMIT,043,Summit,b'\x00\x01\xad\x10\x00\x00\xbc=\xcf\x9f6\xd9[\xc08@\xdbj\xd6gD@\xbc=\xcf\x9f6\xd9[\xc08@\xdbj\xd6gD@|\x01\x00\x00\x00\xbc=\xcf\x9f6\xd9[\xc08@\xdbj\xd6gD@\xfe'
1197069,1451444,SFO-2010-NJDEPB070509,NONFED,ST-NASF,ST/C&L,USNJNJS,New Jersey Forest Fire Service,NJNJB,New Jersey Forest Fire Service Division B,,B070509,,,,,,,,2010,2455382.5,186,,5.0,Debris Burning,,,,0.25,A,40.3664,-74.5439,8.0,PRIVATE,NJ,Middlesex,023,Middlesex,b'\x00\x01\xad\x10\x00\x00\xd4\x12\xf2A\xcf\xa2R\xc0\x98\xa0\xf81\xe6.D@\xd4\x12\xf2A\xcf\xa2R\xc0\x98\xa0\xf81\xe6.D@|\x01\x00\x00\x00\xd4\x12\xf2A\xcf\xa2R\xc0\x98\xa0\xf81\xe6.D@\xfe'
454863,489165,SFO-GA0403-37-153-0017-11,NONFED,ST-NASF,ST/C&L,USGAGAS,Georgia Forestry Commission,GA Milledgeville,"GAS Oconee District, Milledgeville Office",,,,,,,,,,2008,2454797.5,332,,3.0,Smoking,,,,6.5,B,32.51316388,-83.68889629,14.0,MISSING/NOT SPECIFIED,GA,Houston,153,Houston,b'\x00\x01\xad\x10\x00\x00\xac\xf8v\xe0\x16\xecT\xc0X\x0b\xa1Z\xafA@@\xac\xf8v\xe0\x16\xecT\xc0X\x0b\xa1Z\xafA@@|\x01\x00\x00\x00\xac\xf8v\xe0\x16\xecT\xc0X\x0b\xa1Z\xafA@@\xfe'
1717882,201935890,IA-IITF-35890,INTERAGCY,IA-PRIITF,IA,USPRIITF,International Institute of Tropical Forestry,PRIITF,International Institute of Tropical Forestry,,,,,,,,,,2010,2455237.5,41,,13.0,Missing/Undefined,,,,0.5,B,18.026896,-66.526848,14.0,MISSING/NOT SPECIFIED,PR,,,,b'\x00\x01\xad\x10\x00\x00\xa0}\xac\xe0\xb7\xa1P\xc0\xb0d\x00\xa8\xe2\x062@\xa0}\xac\xe0\xb7\xa1P\xc0\xb0d\x00\xa8\xe2\x062@|\x01\x00\x00\x00\xa0}\xac\xe0\xb7\xa1P\xc0\xb0d\x00\xa8\xe2\x062@\xfe'
865202,987461,SWRA_AR_27308,NONFED,ST-ARARS,ST/C&L,USARARS,Arkansas Forestry Commission,ARARS2,ARS District 2,,0062,,,,,,,,2001,2452113.5,204,,9.0,Miscellaneous,,,,1.0,B,34.5253,-94.4478,14.0,MISSING/NOT SPECIFIED,AR,,,,b'\x00\x01\xad\x10\x00\x00\x84\xc9T\xc1\xa8\x9cW\xc0hK\xc8\x07=CA@\x84\xc9T\xc1\xa8\x9cW\xc0hK\xc8\x07=CA@|\x01\x00\x00\x00\x84\xc9T\xc1\xa8\x9cW\xc0hK\xc8\x07=CA@\xfe'
1847293,300273668,SFO-2015NY2401NY2401-2015-1062920,NONFED,ST-NASF,ST/C&L,USNYNYX,Fire Department of New York,NY2401,Fire Department of New York,,NY2401-2015-1062920,,NA,,,,,,2015,2457289.5,267,1732,9.0,Miscellaneous,2457289.5,267.0,1745,0.1,A,40.6664,-73.8352,8.0,PRIVATE,NY,Queens,081,Queens,b'\x00\x01\xad\x10\x00\x00\xa0g\xb3\xeasuR\xc0\x00\x07_\x98LUD@\xa0g\xb3\xeasuR\xc0\x00\x07_\x98LUD@|\x01\x00\x00\x00\xa0g\xb3\xeasuR\xc0\x00\x07_\x98LUD@\xfe'
1120328,1365327,CDF_2000_54_2218_006825      ,NONFED,ST-CACDF,ST/C&L,USCASHU,Shasta-Trinity Unit,CASHU,Shasta-Trinity Unit,,006825      ,,HARLEY                   ,,,,,,2000,2451773.5,230,,8.0,Children,,,,1.0,B,40.55694444,-122.32388888,14.0,MISSING/NOT SPECIFIED,CA,,,,b'\x00\x01\xad\x10\x00\x00\xd4\xc8l\x98\xba\x94^\xc0\xa0\xbe\x95\xf4IGD@\xd4\xc8l\x98\xba\x94^\xc0\xa0\xbe\x95\xf4IGD@|\x01\x00\x00\x00\xd4\xc8l\x98\xba\x94^\xc0\xa0\xbe\x95\xf4IGD@\xfe'
1156672,1407636,ALS-OZK-20040312-002,NONFED,ST-ALALS,ST/C&L,USALALS,Alabama Forestry Commission,ALOZK,AFC Ozark,002,OZK-20040312-002,,,,,,,,2004,2453076.5,72,1211,5.0,Debris Burning,2453076.5,72.0,1316,0.6,B,31.693579,-85.186563,14.0,MISSING/NOT SPECIFIED,AL,Henry,067,Henry,b'\x00\x01\xad\x10\x00\x000\xe9\xef\xa5\xf0KU\xc0P1\xb2d\x8e\xb1?@0\xe9\xef\xa5\xf0KU\xc0P1\xb2d\x8e\xb1?@|\x01\x00\x00\x000\xe9\xef\xa5\xf0KU\xc0P1\xb2d\x8e\xb1?@\xfe'
1864069,300299217,HIWMO-OA75,INTERAGCY,IA-HIWMO,ST/C&L,USHICNTY,Hawaii Counties,HICNTY,Honolulu Fire Dept,,,,,,,,,,2002,2452638.5,364,,13.0,Missing/Undefined,,,,0.1,A,21.5368481,-158.2305908,14.0,MISSING/NOT SPECIFIED,HI,Oahu,003,Honolulu,b'\x00\x01\xad\x10\x00\x00D\x18\xf5\xff`\xc7c\xc0\x80k\x88\xe0n\x895@D\x18\xf5\xff`\xc7c\xc0\x80k\x88\xe0n\x895@|\x01\x00\x00\x00D\x18\xf5\xff`\xc7c\xc0\x80k\x88\xe0n\x895@\xfe'
572787,617914,SFO-PA059051041,NONFED,ST-NASF,ST/C&L,USPAPAS,Pennsylvania Division of Forest Fire Protection,PAPA9,PAS District 9,,,,,,,,,,2005,2453473.5,103,,5.0,Debris Burning,,,,4.0,B,41.00972001,-78.77361002,14.0,MISSING/NOT SPECIFIED,PA,Clearfield,033,Clearfield,b'\x00\x01\xad\x10\x00\x00\x80\xf0\x99\xd3\x82\xb1S\xc0\x98\x88Z\x81>\x81D@\x80\xf0\x99\xd3\x82\xb1S\xc0\x98\x88Z\x81>\x81D@|\x01\x00\x00\x00\x80\xf0\x99\xd3\x82\xb1S\xc0\x98\x88Z\x81>\x81D@\xfe'
638877,690066,SFO-TX0482-112058,NONFED,ST-NASF,ST/C&L,USTXTXS,Texas A & M Forest Service,TXTXS,Texas Forest Service,,,,,,,,,,2007,2454405.5,305,,7.0,Arson,,,,1.0,B,33.27614,-94.15265,14.0,MISSING/NOT SPECIFIED,TX,Cass,067,Cass,b'\x00\x01\xad\x10\x00\x00\xfcn\x81\x04\xc5\x89W\xc0\x10\x8f6\x8eX\xa3@@\xfcn\x81\x04\xc5\x89W\xc0\x10\x8f6\x8eX\xa3@@|\x01\x00\x00\x00\xfcn\x81\x04\xc5\x89W\xc0\x10\x8f6\x8eX\xa3@@\xfe'
1737771,300074834,SFO-2014FLFLS2014120375,NONFED,ST-NASF,ST/C&L,USFLFLS,Florida Forest Service,FLFLS,Florida Forest Service,,2014120375,,WORLD DRIVE (49),,,,,,2014,2456837.5,180,2000,1.0,Lightning,2456842.5,185.0,1106,1.3,B,28.3299,-81.5605,8.0,PRIVATE,FL,Osceola,097,Osceola,b'\x00\x01\xad\x10\x00\x00\x1cZd;\xdfcT\xc0`\xf3\x8eStT<@\x1cZd;\xdfcT\xc0`\xf3\x8eStT<@|\x01\x00\x00\x00\x1cZd;\xdfcT\xc0`\xf3\x8eStT<@\xfe'
664799,727107,SFO-VA0453-IOW001757,NONFED,ST-NASF,ST/C&L,USVAVAS,Virginia Department of Forestry,VAVAS,Virginia Department of Forestry,,,,,,,,,,2008,2454506.5,41,,9.0,Miscellaneous,,,,2.5,B,37.00195,-76.63223,14.0,MISSING/NOT SPECIFIED,VA,Isle of Wight,093,Isle of Wight,b'\x00\x01\xad\x10\x00\x000c\xd1tv(S\xc0 \x1d\xc9\xe5?\x80B@0c\xd1tv(S\xc0 \x1d\xc9\xe5?\x80B@|\x01\x00\x00\x000c\xd1tv(S\xc0 \x1d\xc9\xe5?\x80B@\xfe'
1119033,1363633,CDF_1994_54_2218_10052       ,NONFED,ST-CACDF,ST/C&L,USCASHU,Shasta-Trinity Unit,CASHU,Shasta-Trinity Unit,,10052       ,,HAITI                    ,,,,,,1994,2449558.5,206,,3.0,Smoking,,,,0.1,A,40.48388888,-122.32111111,14.0,MISSING/NOT SPECIFIED,CA,,,,b'\x00\x01\xad\x10\x00\x00@\xf5\x9c\x15\x8d\x94^\xc0\xc8?!\x12\xf0=D@@\xf5\x9c\x15\x8d\x94^\xc0\xc8?!\x12\xf0=D@|\x01\x00\x00\x00@\xf5\x9c\x15\x8d\x94^\xc0\xc8?!\x12\xf0=D@\xfe'
340575,349135,W-98059,FED,DOI-WFMI,BLM,USOREUD,Eugene District,OREUD,Eugene District,,,N856,BIERCE CR,,,,,,2000,2451771.5,228,1300,4.0,Campfire,2451771.5,228.0,1335,0.1,A,43.8879,-123.5559,1.0,BLM,OR,Lane,039,Lane,b'\x00\x01\xad\x10\x00\x00(\xf6\x97\xdd\x93\xe3^\xc00\x0f\x0b\xb5\xa6\xf1E@(\xf6\x97\xdd\x93\xe3^\xc00\x0f\x0b\xb5\xa6\xf1E@|\x01\x00\x00\x00(\xf6\x97\xdd\x93\xe3^\xc00\x0f\x0b\xb5\xa6\xf1E@\xfe'
1828973,300248661,SFO-2015KS00002563,NONFED,ST-NASF,ST/C&L,USKSKSS,Kansas State Forestry,KSKSS,Kansas State Forestry (PBC Area),,2563,,2015190,,,,,,2015,2457320.5,298,1617,5.0,Debris Burning,2457320.5,298.0,1704,5.0,B,38.63,-95.31,14.0,MISSING/NOT SPECIFIED,KS,Franklin,059,Franklin,b'\x00\x01\xad\x10\x00\x00\xa0p=\n\xd7\xd3W\xc0x=\n\xd7\xa3PC@\xa0p=\n\xd7\xd3W\xc0x=\n\xd7\xa3PC@|\x01\x00\x00\x00\xa0p=\n\xd7\xd3W\xc0x=\n\xd7\xa3PC@\xfe'
1255337,1658571,SFO-GA-FY2002-Irwin-046,NONFED,ST-NASF,ST/C&L,USGAGAS,Georgia Forestry Commission,GAGAS,Georgia Forestry Commission,,FY2002-Irwin-046,,FY2002-IRWIN-046,,,,,,2002,2452348.5,74,1405,5.0,Debris Burning,2452348.5,74.0,1405,6.73,B,31.6699,-83.4531,8.0,PRIVATE,GA,Irwin,155,Irwin,b'\x00\x01\xad\x10\x00\x00Pt$\x97\xff\xdcT\xc00\x97\xff\x90~\xab?@Pt$\x97\xff\xdcT\xc00\x97\xff\x90~\xab?@|\x01\x00\x00\x00Pt$\x97\xff\xdcT\xc00\x97\xff\x90~\xab?@\xfe'
214730,217827,W-559385,FED,DOI-WFMI,BLM,USCACND,Central California District,CABBD,Bakersfield District,,,D44Z,LEISURE,,,,,,1998,2451081.5,268,1254,7.0,Arson,2451081.5,268.0,1332,4.0,B,38.676169,-120.676131,8.0,PRIVATE,CA,El Dorado,017,El Dorado,b'\x00\x01\xad\x10\x00\x00\xf03\xf5\xbaE+^\xc0\xe0\xc8\xae\xb4\x8cVC@\xf03\xf5\xbaE+^\xc0\xe0\xc8\xae\xb4\x8cVC@|\x01\x00\x00\x00\xf03\xf5\xbaE+^\xc0\xe0\xc8\xae\xb4\x8cVC@\xfe'
